phage	codon_distance	type
GCF_900635745.1.fna--virus-1.txt	0.222486	SiTVs
GCF_000986765.1.fna--virus-2.txt	0.208483	SiTVs
GCF_000986765.1.fna--virus-1.txt	0.195741	SiTVs
GCF_013168015.1.fna--virus-3.txt	0.209309	SiTVs
GCF_013168015.1.fna--virus-2.txt	0.157242	SiTVs
GCF_013168015.1.fna--virus-1.txt	0.332886	SiTVs
GCF_019357435.1.fna--virus-1.txt	0.282548	SiTVs
GCF_017161585.1.fna--virus-1.txt	0.308036	SiTVs
GCF_028885545.1.fna--virus-1.txt	0.263943	SiTVs
GCF_019443845.1.fna--virus-1.txt	0.25433	SiTVs
GCF_026261625.1.fna--virus-1.txt	0.2879	SiTVs
GCF_003717675.1.fna--virus-2.txt	0.228748	SiTVs
GCF_003717675.1.fna--virus-1.txt	0.196814	SiTVs
GCF_022964815.1.fna--virus-1.txt	0.206112	SiTVs
GCF_028224675.1.fna--virus-1.txt	0.192542	SiTVs
GCF_013364455.1.fna--virus-2.txt	0.20875	SiTVs
GCF_013364455.1.fna--virus-1.txt	0.212217	SiTVs
GCF_017161785.1.fna--virus-2.txt	0.31946	SiTVs
GCF_017161785.1.fna--virus-1.txt	0.253347	SiTVs
GCF_900185485.1.fna--virus-1.txt	0.203702	SiTVs
GCF_013624995.1.fna--virus-1.txt	0.182681	SiTVs
GCF_030687225.1.fna--virus-2.txt	0.165433	SiTVs
GCF_030687225.1.fna--virus-1.txt	0.340375	SiTVs
GCF_024664195.1.fna--virus-3.txt	0.110996	SiTVs
GCF_024664195.1.fna--virus-2.txt	0.212425	SiTVs
GCF_024664195.1.fna--virus-1.txt	0.169222	SiTVs
GCF_003018335.1.fna--virus-2.txt	0.216432	SiTVs
GCF_003018335.1.fna--virus-1.txt	0.275625	SiTVs
GCF_000184185.1.fna--virus-1.txt	0.212004	SiTVs
GCF_030142765.1.fna--virus-1.txt	0.178397	SiTVs
GCF_025263585.1.fna--virus-1.txt	0.326865	SiTVs
GCF_005389605.2.fna--virus-1.txt	0.297346	SiTVs
GCF_040822495.1.fna--virus-1.txt	0.321804	SiTVs
GCF_035621595.1.fna--virus-2.txt	0.310677	SiTVs
GCF_035621595.1.fna--virus-1.txt	0.268287	SiTVs
GCF_003860385.1.fna--virus-2.txt	0.25702	SiTVs
GCF_003860385.1.fna--virus-1.txt	0.186274	SiTVs
GCF_019334665.1.fna--virus-2.txt	0.316102	SiTVs
GCF_019334665.1.fna--virus-1.txt	0.252735	SiTVs
GCF_024584905.1.fna--virus-1.txt	0.16145	SiTVs
GCF_904866455.1.fna--virus-1.txt	0.202098	SiTVs
GCF_027944855.1.fna--virus-1.txt	0.237152	SiTVs
GCF_018064205.1.fna--virus-1.txt	0.205217	SiTVs
GCF_900497095.1.fna--virus-1.txt	0.237521	SiTVs
GCF_900249725.1.fna--virus-1.txt	0.174361	SiTVs
GCF_042465075.1.fna--virus-1.txt	0.330659	SiTVs
GCF_038396395.1.fna--virus-1.txt	0.267187	SiTVs
GCF_014168955.1.fna--virus-1.txt	0.187279	SiTVs
GCF_015689495.1.fna--virus-1.txt	0.207812	SiTVs
GCF_003325095.1.fna--virus-3.txt	0.157249	SiTVs
GCF_003325095.1.fna--virus-4.txt	0.197607	SiTVs
GCF_003325095.1.fna--virus-2.txt	0.158837	SiTVs
GCF_003325095.1.fna--virus-1.txt	0.156522	SiTVs
GCF_001931575.1.fna--virus-2.txt	0.168228	SiTVs
GCF_001931575.1.fna--virus-1.txt	0.312999	SiTVs
GCF_022117655.1.fna--virus-2.txt	0.155267	SiTVs
GCF_022117655.1.fna--virus-1.txt	0.187344	SiTVs
GCF_024380015.1.fna--virus-1.txt	0.301095	SiTVs
GCF_023612455.1.fna--virus-3.txt	0.212346	SiTVs
GCF_023612455.1.fna--virus-2.txt	0.164166	SiTVs
GCF_023612455.1.fna--virus-1.txt	0.16175	SiTVs
GCF_000009285.1.fna--virus-1.txt	0.263245	SiTVs
GCF_020575245.1.fna--virus-1.txt	0.216159	SiTVs
GCF_949786295.1.fna--virus-1.txt	0.169571	SiTVs
GCF_002843685.1.fna--virus-2.txt	0.270351	SiTVs
GCF_002843685.1.fna--virus-1.txt	0.316985	SiTVs
GCF_001708595.1.fna--virus-3.txt	0.314705	SiTVs
GCF_001708595.1.fna--virus-2.txt	0.297156	SiTVs
GCF_001708595.1.fna--virus-1.txt	0.221826	SiTVs
GCF_029026905.1.fna--virus-2.txt	0.17623	SiTVs
GCF_029026905.1.fna--virus-1.txt	0.160201	SiTVs
GCF_022557255.1.fna--virus-1.txt	0.196273	SiTVs
GCF_016776025.1.fna--virus-2.txt	0.176931	SiTVs
GCF_016776025.1.fna--virus-1.txt	0.155224	SiTVs
GCF_009931235.1.fna--virus-2.txt	0.162819	SiTVs
GCF_009931235.1.fna--virus-1.txt	0.247364	SiTVs
GCF_035191405.1.fna--virus-1.txt	0.164752	SiTVs
GCF_020883315.1.fna--virus-3.txt	0.195375	SiTVs
GCF_020883315.1.fna--virus-2.txt	0.195801	SiTVs
GCF_020883315.1.fna--virus-1.txt	0.204044	SiTVs
GCF_002150905.1.fna--virus-2.txt	0.242942	SiTVs
GCF_002150905.1.fna--virus-1.txt	0.1768	SiTVs
GCF_030297535.1.fna--virus-1.txt	0.349712	SiTVs
GCF_009800265.1.fna--virus-2.txt	0.269062	SiTVs
GCF_009800265.1.fna--virus-1.txt	0.316455	SiTVs
GCF_040956555.1.fna--virus-2.txt	0.316909	SiTVs
GCF_040956555.1.fna--virus-1.txt	0.168511	SiTVs
GCF_003665495.1.fna--virus-3.txt	0.271015	SiTVs
GCF_003665495.1.fna--virus-4.txt	0.333052	SiTVs
GCF_003665495.1.fna--virus-2.txt	0.316094	SiTVs
GCF_003665495.1.fna--virus-1.txt	0.21036	SiTVs
GCF_041260295.1.fna--virus-1.txt	0.177701	SiTVs
GCF_018075005.1.fna--virus-2.txt	0.298022	SiTVs
GCF_018075005.1.fna--virus-1.txt	0.256388	SiTVs
GCF_040436535.1.fna--virus-1.txt	0.338901	SiTVs
GCF_902810395.1.fna--virus-1.txt	0.221107	SiTVs
GCF_000583975.1.fna--virus-2.txt	0.314142	SiTVs
GCF_000583975.1.fna--virus-1.txt	0.173444	SiTVs
GCF_017164775.1.fna--virus-2.txt	0.250453	SiTVs
GCF_017164775.1.fna--virus-1.txt	0.205491	SiTVs
GCF_021496445.1.fna--virus-2.txt	0.185491	SiTVs
GCF_021496445.1.fna--virus-1.txt	0.161179	SiTVs
GCF_001831915.2.fna--virus-1.txt	0.362733	SiTVs
GCF_041344925.1.fna--virus-1.txt	0.156528	SiTVs
GCF_024663975.1.fna--virus-1.txt	0.252663	SiTVs
GCF_029854475.1.fna--virus-2.txt	0.236935	SiTVs
GCF_029854475.1.fna--virus-1.txt	0.283604	SiTVs
GCF_963678005.1.fna--virus-1.txt	0.175491	SiTVs
GCF_011466835.1.fna--virus-1.txt	0.158945	SiTVs
GCF_031883075.1.fna--virus-2.txt	0.329557	SiTVs
GCF_031883075.1.fna--virus-1.txt	0.404372	SiTVs
GCF_000008325.1.fna--virus-1.txt	0.135477	SiTVs
GCF_030389945.1.fna--virus-3.txt	0.281442	SiTVs
GCF_030389945.1.fna--virus-4.txt	0.197118	SiTVs
GCF_030389945.1.fna--virus-2.txt	0.185743	SiTVs
GCF_030389945.1.fna--virus-1.txt	0.314685	SiTVs
GCF_015052745.1.fna--virus-1.txt	0.322005	SiTVs
GCF_042638355.1.fna--virus-1.txt	0.27088	SiTVs
GCF_000967095.2.fna--virus-3.txt	0.202775	SiTVs
GCF_000967095.2.fna--virus-2.txt	0.127791	SiTVs
GCF_000967095.2.fna--virus-1.txt	0.162843	SiTVs
GCF_030995205.1.fna--virus-1.txt	0.183525	SiTVs
GCF_007109325.1.fna--virus-2.txt	0.184048	SiTVs
GCF_007109325.1.fna--virus-1.txt	0.198028	SiTVs
GCF_039566135.1.fna--virus-1.txt	0.177613	SiTVs
GCF_013305815.1.fna--virus-2.txt	0.322101	SiTVs
GCF_013305815.1.fna--virus-1.txt	0.333164	SiTVs
GCF_001277895.1.fna--virus-1.txt	0.19664	SiTVs
GCF_030440615.1.fna--virus-1.txt	0.320404	SiTVs
GCF_002073295.2.fna--virus-1.txt	0.202535	SiTVs
GCF_029202365.1.fna--virus-2.txt	0.203437	SiTVs
GCF_029202365.1.fna--virus-1.txt	0.212608	SiTVs
GCF_001975325.1.fna--virus-1.txt	0.174236	SiTVs
GCF_035621095.1.fna--virus-2.txt	0.152641	SiTVs
GCF_035621095.1.fna--virus-1.txt	0.14833	SiTVs
GCF_014058465.1.fna--virus-2.txt	0.2834	SiTVs
GCF_014058465.1.fna--virus-1.txt	0.304682	SiTVs
GCF_041834835.1.fna--virus-1.txt	0.181026	SiTVs
GCF_017378195.1.fna--virus-3.txt	0.176603	SiTVs
GCF_017378195.1.fna--virus-2.txt	0.335321	SiTVs
GCF_017378195.1.fna--virus-1.txt	0.156714	SiTVs
GCF_006838705.1.fna--virus-2.txt	0.190541	SiTVs
GCF_006838705.1.fna--virus-1.txt	0.218123	SiTVs
GCF_030012625.1.fna--virus-2.txt	0.203985	SiTVs
GCF_030012625.1.fna--virus-1.txt	0.182361	SiTVs
GCF_008033765.1.fna--virus-2.txt	0.300732	SiTVs
GCF_008033765.1.fna--virus-1.txt	0.306206	SiTVs
GCF_022699525.1.fna--virus-2.txt	0.1667	SiTVs
GCF_022699525.1.fna--virus-1.txt	0.327525	SiTVs
GCF_023653845.1.fna--virus-2.txt	0.310321	SiTVs
GCF_023653845.1.fna--virus-1.txt	0.267086	SiTVs
GCF_013728515.1.fna--virus-1.txt	0.209464	SiTVs
GCF_009914055.1.fna--virus-3.txt	0.206612	SiTVs
GCF_009914055.1.fna--virus-2.txt	0.285276	SiTVs
GCF_009914055.1.fna--virus-1.txt	0.309987	SiTVs
GCF_014216675.1.fna--virus-1.txt	0.25411	SiTVs
GCF_023924285.1.fna--virus-1.txt	0.212283	SiTVs
GCF_030013845.1.fna--virus-1.txt	0.200324	SiTVs
GCF_014041735.2.fna--virus-1.txt	0.192561	SiTVs
GCF_028892765.1.fna--virus-1.txt	0.282441	SiTVs
GCF_016925255.1.fna--virus-1.txt	0.188806	SiTVs
GCF_018448985.1.fna--virus-2.txt	0.181449	SiTVs
GCF_018448985.1.fna--virus-1.txt	0.190234	SiTVs
GCF_019670145.1.fna--virus-1.txt	0.321749	SiTVs
GCF_000272775.4.fna--virus-2.txt	0.242446	SiTVs
GCF_000272775.4.fna--virus-1.txt	0.313977	SiTVs
GCF_014169575.1.fna--virus-3.txt	0.143954	SiTVs
GCF_014169575.1.fna--virus-2.txt	0.206123	SiTVs
GCF_014169575.1.fna--virus-1.txt	0.210624	SiTVs
GCF_029692005.1.fna--virus-2.txt	0.16836	SiTVs
GCF_029692005.1.fna--virus-1.txt	0.312886	SiTVs
GCF_022029935.1.fna--virus-2.txt	0.235695	SiTVs
GCF_022029935.1.fna--virus-1.txt	0.24001	SiTVs
GCF_009800345.1.fna--virus-2.txt	0.269171	SiTVs
GCF_009800345.1.fna--virus-1.txt	0.316444	SiTVs
GCF_025583585.2.fna--virus-1.txt	0.159585	SiTVs
GCF_002291405.1.fna--virus-1.txt	0.185651	SiTVs
GCF_027594685.1.fna--virus-1.txt	0.188893	SiTVs
GCF_033860475.1.fna--virus-1.txt	0.20025	SiTVs
GCF_013167595.1.fna--virus-1.txt	0.2499	SiTVs
GCF_016889685.1.fna--virus-3.txt	0.167822	SiTVs
GCF_016889685.1.fna--virus-2.txt	0.294556	SiTVs
GCF_016889685.1.fna--virus-1.txt	0.162905	SiTVs
GCF_026428275.1.fna--virus-1.txt	0.151515	SiTVs
GCF_003018575.1.fna--virus-3.txt	0.145882	SiTVs
GCF_003018575.1.fna--virus-2.txt	0.189393	SiTVs
GCF_003018575.1.fna--virus-1.txt	0.150875	SiTVs
GCF_036418055.1.fna--virus-1.txt	0.305481	SiTVs
GCF_000504045.1.fna--virus-1.txt	0.322685	SiTVs
GCF_013343555.1.fna--virus-1.txt	0.314928	SiTVs
GCF_039727605.1.fna--virus-1.txt	0.359582	SiTVs
GCF_003851605.1.fna--virus-1.txt	0.194869	SiTVs
GCF_024917335.1.fna--virus-3.txt	0.17096	SiTVs
GCF_024917335.1.fna--virus-4.txt	0.183149	SiTVs
GCF_024917335.1.fna--virus-2.txt	0.200771	SiTVs
GCF_024917335.1.fna--virus-1.txt	0.171533	SiTVs
GCF_020882215.1.fna--virus-1.txt	0.292201	SiTVs
GCF_030122395.1.fna--virus-2.txt	0.304743	SiTVs
GCF_030122395.1.fna--virus-1.txt	0.363789	SiTVs
GCF_000013265.1.fna--virus-2.txt	0.170535	SiTVs
GCF_000013265.1.fna--virus-1.txt	0.190459	SiTVs
GCF_004798765.1.fna--virus-1.txt	0.305215	SiTVs
GCF_041903385.1.fna--virus-1.txt	0.235598	SiTVs
GCF_030845555.1.fna--virus-1.txt	0.180009	SiTVs
GCF_028752715.1.fna--virus-1.txt	0.213525	SiTVs
GCF_036233115.1.fna--virus-1.txt	0.190099	SiTVs
GCF_014490825.1.fna--virus-1.txt	0.262314	SiTVs
GCF_020149895.1.fna--virus-3.txt	0.19014	SiTVs
GCF_020149895.1.fna--virus-2.txt	0.27759	SiTVs
GCF_020149895.1.fna--virus-1.txt	0.336905	SiTVs
GCF_003718375.1.fna--virus-2.txt	0.198973	SiTVs
GCF_003718375.1.fna--virus-1.txt	0.188184	SiTVs
GCF_003860365.1.fna--virus-3.txt	0.162979	SiTVs
GCF_003860365.1.fna--virus-2.txt	0.196726	SiTVs
GCF_003860365.1.fna--virus-1.txt	0.218194	SiTVs
GCF_904863385.1.fna--virus-1.txt	0.214078	SiTVs
GCF_021117075.1.fna--virus-1.txt	0.259991	SiTVs
GCF_000146735.1.fna--virus-2.txt	0.31669	SiTVs
GCF_000146735.1.fna--virus-1.txt	0.269646	SiTVs
GCF_001692495.1.fna--virus-1.txt	0.32267	SiTVs
GCF_003429205.1.fna--virus-1.txt	0.318463	SiTVs
GCF_003718255.1.fna--virus-1.txt	0.199686	SiTVs
GCF_030127185.1.fna--virus-1.txt	0.187024	SiTVs
GCF_009866925.2.fna--virus-1.txt	0.212824	SiTVs
GCF_000801205.1.fna--virus-2.txt	0.269275	SiTVs
GCF_000801205.1.fna--virus-1.txt	0.316473	SiTVs
GCF_949786345.1.fna--virus-2.txt	0.242353	SiTVs
GCF_949786345.1.fna--virus-1.txt	0.29937	SiTVs
GCF_001183685.1.fna--virus-2.txt	0.316551	SiTVs
GCF_001183685.1.fna--virus-1.txt	0.269575	SiTVs
GCF_001678925.1.fna--virus-3.txt	0.249804	SiTVs
GCF_001678925.1.fna--virus-4.txt	0.307533	SiTVs
GCF_001678925.1.fna--virus-2.txt	0.302354	SiTVs
GCF_001678925.1.fna--virus-1.txt	0.24498	SiTVs
GCF_013168035.1.fna--virus-1.txt	0.251266	SiTVs
GCF_025643195.1.fna--virus-3.txt	0.343561	SiTVs
GCF_025643195.1.fna--virus-2.txt	0.177507	SiTVs
GCF_025643195.1.fna--virus-1.txt	0.304345	SiTVs
GCF_041903475.1.fna--virus-1.txt	0.218616	SiTVs
GCF_014268275.3.fna--virus-1.txt	0.192479	SiTVs
GCF_023612435.1.fna--virus-1.txt	0.281985	SiTVs
GCF_029870635.2.fna--virus-1.txt	0.179562	SiTVs
GCF_005576595.1.fna--virus-1.txt	0.21643	SiTVs
GCF_004114395.1.fna--virus-2.txt	0.165499	SiTVs
GCF_004114395.1.fna--virus-1.txt	0.21735	SiTVs
GCF_027944595.1.fna--virus-3.txt	0.173014	SiTVs
GCF_027944595.1.fna--virus-2.txt	0.202397	SiTVs
GCF_027944595.1.fna--virus-1.txt	0.162039	SiTVs
GCF_003675305.1.fna--virus-2.txt	0.195199	SiTVs
GCF_003675305.1.fna--virus-1.txt	0.306508	SiTVs
GCF_000981485.1.fna--virus-1.txt	0.316386	SiTVs
GCF_000021125.1.fna--virus-1.txt	0.245672	SiTVs
GCF_026020035.1.fna--virus-1.txt	0.178355	SiTVs
GCF_025244645.1.fna--virus-1.txt	0.257801	SiTVs
GCF_009664575.1.fna--virus-1.txt	0.321799	SiTVs
GCF_022982715.1.fna--virus-1.txt	0.194601	SiTVs
GCF_023704195.1.fna--virus-1.txt	0.222046	SiTVs
GCF_000166295.1.fna--virus-1.txt	0.200316	SiTVs
GCF_030847805.1.fna--virus-1.txt	0.254452	SiTVs
GCF_027886525.1.fna--virus-1.txt	0.266873	SiTVs
GCF_001563715.2.fna--virus-1.txt	0.245095	SiTVs
GCF_002310695.1.fna--virus-2.txt	0.145847	SiTVs
GCF_002310695.1.fna--virus-1.txt	0.168879	SiTVs
GCF_030060635.1.fna--virus-1.txt	0.258555	SiTVs
GCF_018986775.1.fna--virus-1.txt	0.168731	SiTVs
GCF_030506565.1.fna--virus-2.txt	0.220888	SiTVs
GCF_030506565.1.fna--virus-1.txt	0.223621	SiTVs
GCF_024397355.1.fna--virus-3.txt	0.321924	SiTVs
GCF_024397355.1.fna--virus-2.txt	0.321241	SiTVs
GCF_024397355.1.fna--virus-1.txt	0.174578	SiTVs
GCF_002953855.1.fna--virus-2.txt	0.269186	SiTVs
GCF_002953855.1.fna--virus-1.txt	0.316546	SiTVs
GCF_028743695.1.fna--virus-1.txt	0.279118	SiTVs
GCF_000808035.2.fna--virus-2.txt	0.384396	SiTVs
GCF_000808035.2.fna--virus-1.txt	0.343394	SiTVs
GCF_022759845.1.fna--virus-3.txt	0.230303	SiTVs
GCF_022759845.1.fna--virus-2.txt	0.234792	SiTVs
GCF_022759845.1.fna--virus-1.txt	0.284336	SiTVs
GCF_031036275.1.fna--virus-2.txt	0.172272	SiTVs
GCF_031036275.1.fna--virus-1.txt	0.281604	SiTVs
GCF_019434075.1.fna--virus-1.txt	0.307906	SiTVs
GCF_007559105.1.fna--virus-2.txt	0.134616	SiTVs
GCF_007559105.1.fna--virus-1.txt	0.15303	SiTVs
GCF_037477845.1.fna--virus-1.txt	0.179607	SiTVs
GCF_022354265.1.fna--virus-2.txt	0.219567	SiTVs
GCF_022354265.1.fna--virus-1.txt	0.184856	SiTVs
GCF_030687875.1.fna--virus-1.txt	0.185403	SiTVs
GCF_026802155.1.fna--virus-1.txt	0.121816	SiTVs
GCF_023572965.1.fna--virus-1.txt	0.191882	SiTVs
GCF_005885995.1.fna--virus-1.txt	0.174061	SiTVs
GCF_014521465.1.fna--virus-1.txt	0.306882	SiTVs
GCF_020827635.1.fna--virus-3.txt	0.147013	SiTVs
GCF_020827635.1.fna--virus-4.txt	0.188958	SiTVs
GCF_020827635.1.fna--virus-2.txt	0.176706	SiTVs
GCF_020827635.1.fna--virus-1.txt	0.21033	SiTVs
GCF_041319905.1.fna--virus-1.txt	0.164196	SiTVs
GCF_024664175.1.fna--virus-1.txt	0.252529	SiTVs
GCF_019269355.1.fna--virus-1.txt	0.257172	SiTVs
GCF_030505595.1.fna--virus-2.txt	0.164162	SiTVs
GCF_030505595.1.fna--virus-1.txt	0.166122	SiTVs
GCF_003018855.1.fna--virus-2.txt	0.156112	SiTVs
GCF_003018855.1.fna--virus-1.txt	0.217771	SiTVs
GCF_001975145.1.fna--virus-2.txt	0.172187	SiTVs
GCF_001975145.1.fna--virus-1.txt	0.330282	SiTVs
GCF_013415065.1.fna--virus-1.txt	0.328013	SiTVs
GCF_020423205.1.fna--virus-1.txt	0.250037	SiTVs
GCF_024700885.2.fna--virus-2.txt	0.214077	SiTVs
GCF_024700885.2.fna--virus-1.txt	0.186295	SiTVs
GCF_030295175.1.fna--virus-2.txt	0.199191	SiTVs
GCF_030295175.1.fna--virus-1.txt	0.158785	SiTVs
GCF_963924205.1.fna--virus-3.txt	0.251025	SiTVs
GCF_963924205.1.fna--virus-2.txt	0.152483	SiTVs
GCF_963924205.1.fna--virus-1.txt	0.171501	SiTVs
GCF_000271985.2.fna--virus-1.txt	0.310366	SiTVs
GCF_013728935.1.fna--virus-2.txt	0.302957	SiTVs
GCF_013728935.1.fna--virus-1.txt	0.245024	SiTVs
GCF_016903615.1.fna--virus-1.txt	0.166486	SiTVs
GCF_003571505.1.fna--virus-1.txt	0.313848	SiTVs
GCF_042638225.1.fna--virus-1.txt	0.27155	SiTVs
GCF_030142705.1.fna--virus-2.txt	0.163552	SiTVs
GCF_030142705.1.fna--virus-1.txt	0.19021	SiTVs
GCF_001577325.1.fna--virus-1.txt	0.194577	SiTVs
GCF_025398755.1.fna--virus-2.txt	0.289685	SiTVs
GCF_025398755.1.fna--virus-1.txt	0.159999	SiTVs
GCF_030345015.1.fna--virus-1.txt	0.320979	SiTVs
GCF_013347965.1.fna--virus-1.txt	0.264003	SiTVs
GCF_014623425.1.fna--virus-1.txt	0.187092	SiTVs
GCF_019670225.1.fna--virus-1.txt	0.322222	SiTVs
GCF_004355205.1.fna--virus-2.txt	0.328848	SiTVs
GCF_004355205.1.fna--virus-1.txt	0.210419	SiTVs
GCF_042009085.1.fna--virus-2.txt	0.192067	SiTVs
GCF_042009085.1.fna--virus-1.txt	0.252745	SiTVs
GCF_016904715.2.fna--virus-3.txt	0.145774	SiTVs
GCF_016904715.2.fna--virus-2.txt	0.165361	SiTVs
GCF_016904715.2.fna--virus-1.txt	0.291791	SiTVs
GCF_036496485.1.fna--virus-2.txt	0.355862	SiTVs
GCF_036496485.1.fna--virus-1.txt	0.284691	SiTVs
GCF_031036295.1.fna--virus-1.txt	0.322124	SiTVs
GCF_022700635.2.fna--virus-1.txt	0.332071	SiTVs
GCF_005037845.1.fna--virus-1.txt	0.204689	SiTVs
GCF_963575775.1.fna--virus-2.txt	0.312943	SiTVs
GCF_963575775.1.fna--virus-1.txt	0.16825	SiTVs
GCF_000970955.1.fna--virus-2.txt	0.154609	SiTVs
GCF_000970955.1.fna--virus-1.txt	0.169097	SiTVs
GCF_009667855.1.fna--virus-2.txt	0.285066	SiTVs
GCF_009667855.1.fna--virus-1.txt	0.171895	SiTVs
GCF_023277445.1.fna--virus-1.txt	0.350818	SiTVs
GCF_030863605.1.fna--virus-1.txt	0.321951	SiTVs
GCF_029774215.1.fna--virus-1.txt	0.223509	SiTVs
GCF_022789975.2.fna--virus-2.txt	0.254513	SiTVs
GCF_022789975.2.fna--virus-1.txt	0.190502	SiTVs
GCF_002966755.1.fna--virus-2.txt	0.27668	SiTVs
GCF_002966755.1.fna--virus-1.txt	0.328795	SiTVs
GCF_905330275.2.fna--virus-3.txt	0.283529	SiTVs
GCF_905330275.2.fna--virus-5.txt	0.262109	SiTVs
GCF_905330275.2.fna--virus-4.txt	0.28241	SiTVs
GCF_905330275.2.fna--virus-2.txt	0.167783	SiTVs
GCF_905330275.2.fna--virus-1.txt	0.174747	SiTVs
GCF_010442675.1.fna--virus-1.txt	0.172342	SiTVs
GCF_008124245.1.fna--virus-3.txt	0.265846	SiTVs
GCF_008124245.1.fna--virus-2.txt	0.310357	SiTVs
GCF_008124245.1.fna--virus-1.txt	0.267842	SiTVs
GCF_003085735.1.fna--virus-1.txt	0.354179	SiTVs
GCF_000191665.1.fna--virus-1.txt	0.167668	SiTVs
GCF_900636785.1.fna--virus-1.txt	0.162996	SiTVs
GCF_016903375.1.fna--virus-1.txt	0.204674	SiTVs
GCF_003851405.1.fna--virus-1.txt	0.231245	SiTVs
GCF_026315065.1.fna--virus-1.txt	0.218335	SiTVs
GCF_030389715.1.fna--virus-3.txt	0.198639	SiTVs
GCF_030389715.1.fna--virus-2.txt	0.25081	SiTVs
GCF_030389715.1.fna--virus-1.txt	0.163672	SiTVs
GCF_000493535.2.fna--virus-1.txt	0.322206	SiTVs
GCF_027570835.1.fna--virus-1.txt	0.171774	SiTVs
GCF_041816245.1.fna--virus-2.txt	0.318285	SiTVs
GCF_041816245.1.fna--virus-1.txt	0.186732	SiTVs
GCF_027570815.1.fna--virus-1.txt	0.189157	SiTVs
GCF_037478045.1.fna--virus-2.txt	0.266712	SiTVs
GCF_037478045.1.fna--virus-1.txt	0.237463	SiTVs
GCF_025252425.1.fna--virus-1.txt	0.198826	SiTVs
GCF_004194615.2.fna--virus-1.txt	0.282405	SiTVs
GCF_001469815.1.fna--virus-1.txt	0.184914	SiTVs
GCF_030168795.1.fna--virus-2.txt	0.200809	SiTVs
GCF_030168795.1.fna--virus-1.txt	0.317935	SiTVs
GCF_002208195.1.fna--virus-3.txt	0.153351	SiTVs
GCF_002208195.1.fna--virus-2.txt	0.168447	SiTVs
GCF_002208195.1.fna--virus-1.txt	0.258639	SiTVs
GCF_022494645.1.fna--virus-1.txt	0.301222	SiTVs
GCF_001887435.1.fna--virus-1.txt	0.339329	SiTVs
GCF_029906485.1.fna--virus-1.txt	0.200183	SiTVs
GCF_000272735.4.fna--virus-2.txt	0.314081	SiTVs
GCF_000272735.4.fna--virus-1.txt	0.242935	SiTVs
GCF_037573545.1.fna--virus-1.txt	0.267167	SiTVs
GCF_030345595.1.fna--virus-2.txt	0.227954	SiTVs
GCF_030345595.1.fna--virus-1.txt	0.315913	SiTVs
GCF_036232625.1.fna--virus-2.txt	0.135838	SiTVs
GCF_036232625.1.fna--virus-1.txt	0.153643	SiTVs
GCF_025913715.1.fna--virus-1.txt	0.230496	SiTVs
GCF_030708235.1.fna--virus-2.txt	0.197697	SiTVs
GCF_030708235.1.fna--virus-1.txt	0.180578	SiTVs
GCF_039544385.1.fna--virus-1.txt	0.258042	SiTVs
GCF_028609665.1.fna--virus-1.txt	0.211712	SiTVs
GCF_039908075.1.fna--virus-3.txt	0.162041	SiTVs
GCF_039908075.1.fna--virus-5.txt	0.167514	SiTVs
GCF_039908075.1.fna--virus-4.txt	0.13291	SiTVs
GCF_039908075.1.fna--virus-2.txt	0.170933	SiTVs
GCF_039908075.1.fna--virus-1.txt	0.176302	SiTVs
GCF_038813925.1.fna--virus-1.txt	0.149033	SiTVs
GCF_014171495.1.fna--virus-1.txt	0.213489	SiTVs
GCF_035319905.1.fna--virus-2.txt	0.306803	SiTVs
GCF_035319905.1.fna--virus-1.txt	0.345218	SiTVs
GCF_003956225.1.fna--virus-1.txt	0.219014	SiTVs
GCF_003718495.1.fna--virus-1.txt	0.200176	SiTVs
GCF_037832775.1.fna--virus-1.txt	0.321597	SiTVs
GCF_031326305.1.fna--virus-3.txt	0.318164	SiTVs
GCF_031326305.1.fna--virus-2.txt	0.12793	SiTVs
GCF_031326305.1.fna--virus-1.txt	0.322273	SiTVs
GCF_000959125.1.fna--virus-1.txt	0.15868	SiTVs
GCF_019973655.1.fna--virus-1.txt	0.190598	SiTVs
GCF_036233135.1.fna--virus-1.txt	0.326936	SiTVs
GCF_023920045.1.fna--virus-1.txt	0.190739	SiTVs
GCF_029542705.1.fna--virus-1.txt	0.37418	SiTVs
GCF_027942155.1.fna--virus-2.txt	0.226248	SiTVs
GCF_027942155.1.fna--virus-1.txt	0.307186	SiTVs
GCF_023658085.1.fna--virus-2.txt	0.176482	SiTVs
GCF_023658085.1.fna--virus-1.txt	0.232889	SiTVs
GCF_023587665.1.fna--virus-2.txt	0.304718	SiTVs
GCF_023587665.1.fna--virus-1.txt	0.283407	SiTVs
GCF_030179835.1.fna--virus-2.txt	0.245856	SiTVs
GCF_030179835.1.fna--virus-1.txt	0.180913	SiTVs
GCF_003063785.1.fna--virus-1.txt	0.338775	SiTVs
GCF_008364515.2.fna--virus-1.txt	0.292753	SiTVs
GCF_017348915.1.fna--virus-1.txt	0.347574	SiTVs
GCF_030413215.1.fna--virus-1.txt	0.26358	SiTVs
GCF_003515325.1.fna--virus-2.txt	0.414875	SiTVs
GCF_003515325.1.fna--virus-1.txt	0.191174	SiTVs
GCF_030908725.1.fna--virus-1.txt	0.249367	SiTVs
GCF_037287405.1.fna--virus-2.txt	0.175714	SiTVs
