host	GC%	type
GCF_000012205.1_ASM1220v1_genomic.fna	57.91329431	SdTVs
GCF_000012205.1_ASM1220v1_genomic.fna	57.91329431	SdTVs
GCF_000164865.1_ASM16486v1_genomic.fna	57.01809433	SdTVs
GCF_000164865.1_ASM16486v1_genomic.fna	57.01809433	SdTVs
GCF_000027025.1_ASM2702v1_genomic.fna	52.19008485	SdTVs
GCF_000027025.1_ASM2702v1_genomic.fna	52.19008485	SdTVs
GCF_000027025.1_ASM2702v1_genomic.fna	52.19008485	SdTVs
GCF_000027025.1_ASM2702v1_genomic.fna	52.19008485	SdTVs
GCF_000027025.1_ASM2702v1_genomic.fna	52.19008485	SdTVs
GCF_000019385.1_ASM1938v1_genomic.fna	50.86652151	SdTVs
GCF_000016245.1_ASM1624v1_genomic.fna	47.53986805	SdTVs
GCF_000027085.1_ASM2708v1_genomic.fna	54.55039718	SdTVs
GCF_000017665.1_ASM1766v1_genomic.fna	56.73373463	SdTVs
GCF_000017665.1_ASM1766v1_genomic.fna	56.73373463	SdTVs
GCF_000026325.1_ASM2632v2_genomic.fna	50.65626232	SdTVs
GCF_000026325.1_ASM2632v2_genomic.fna	50.65626232	SdTVs
GCF_000022585.1_ASM2258v1_genomic.fna	47.31977958	SdTVs
GCF_000023365.1_ASM2336v1_genomic.fna	50.80990872	SdTVs
GCF_000023565.1_ASM2356v1_genomic.fna	54.51725374	SdTVs
GCF_000018705.1_ASM1870v1_genomic.fna	52.10975271	SdTVs
GCF_000018705.1_ASM1870v1_genomic.fna	52.10975271	SdTVs
GCF_000018705.1_ASM1870v1_genomic.fna	52.10975271	SdTVs
GCF_000164015.3_ASM16401v3_genomic.fna	58.07393863	SdTVs
GCF_000012985.1_ASM1298v1_genomic.fna	53.86974592	SdTVs
GCF_000012985.1_ASM1298v1_genomic.fna	53.86974592	SdTVs
GCF_000012985.1_ASM1298v1_genomic.fna	53.86974592	SdTVs
GCF_000026345.1_ASM2634v1_genomic.fna	50.63052555	SdTVs
GCF_000026345.1_ASM2634v1_genomic.fna	50.63052555	SdTVs
GCF_000026345.1_ASM2634v1_genomic.fna	50.63052555	SdTVs
GCF_000026345.1_ASM2634v1_genomic.fna	50.63052555	SdTVs
GCF_000026345.1_ASM2634v1_genomic.fna	50.63052555	SdTVs
GCF_000026305.1_ASM2630v1_genomic.fna	50.73382055	SdTVs
GCF_000026305.1_ASM2630v1_genomic.fna	50.73382055	SdTVs
GCF_000026305.1_ASM2630v1_genomic.fna	50.73382055	SdTVs
GCF_000026305.1_ASM2630v1_genomic.fna	50.73382055	SdTVs
GCF_000026305.1_ASM2630v1_genomic.fna	50.73382055	SdTVs
GCF_000026305.1_ASM2630v1_genomic.fna	50.73382055	SdTVs
GCF_000026305.1_ASM2630v1_genomic.fna	50.73382055	SdTVs
GCF_000018765.1_ASM1876v1_genomic.fna	46.17446928	SdTVs
GCF_000022165.1_ASM2216v1_genomic.fna	52.21374602	SdTVs
GCF_000022165.1_ASM2216v1_genomic.fna	52.21374602	SdTVs
GCF_000022165.1_ASM2216v1_genomic.fna	52.21374602	SdTVs
GCF_000022165.1_ASM2216v1_genomic.fna	52.21374602	SdTVs
GCF_000017985.1_ASM1798v1_genomic.fna	50.76940489	SdTVs
GCF_000022245.1_ASM2224v1_genomic.fna	50.61453785	SdTVs
GCF_000022245.1_ASM2224v1_genomic.fna	50.61453785	SdTVs
GCF_000022245.1_ASM2224v1_genomic.fna	50.61453785	SdTVs
GCF_000022245.1_ASM2224v1_genomic.fna	50.61453785	SdTVs
GCF_000023665.1_ASM2366v1_genomic.fna	50.84054958	SdTVs
GCF_000023665.1_ASM2366v1_genomic.fna	50.84054958	SdTVs
GCF_000026185.1_ASM2618v1_genomic.fna	53.39064924	SdTVs
GCF_000025405.2_ASM2540v1_genomic.fna	53.69076618	SdTVs
GCF_000025405.2_ASM2540v1_genomic.fna	53.69076618	SdTVs
GCF_000026545.1_ASM2654v1_genomic.fna	50.519461	SdTVs
GCF_000026545.1_ASM2654v1_genomic.fna	50.519461	SdTVs
GCF_000026545.1_ASM2654v1_genomic.fna	50.519461	SdTVs
GCF_000026545.1_ASM2654v1_genomic.fna	50.519461	SdTVs
GCF_000026545.1_ASM2654v1_genomic.fna	50.519461	SdTVs
GCF_000026545.1_ASM2654v1_genomic.fna	50.519461	SdTVs
GCF_000012025.1_ASM1202v1_genomic.fna	51.10910961	SdTVs
GCF_000026265.1_ASM2626v1_genomic.fna	50.79367139	SdTVs
GCF_000017765.1_ASM1776v1_genomic.fna	50.81961211	SdTVs
GCF_000017765.1_ASM1776v1_genomic.fna	50.81961211	SdTVs
GCF_000017765.1_ASM1776v1_genomic.fna	50.81961211	SdTVs
GCF_000020745.1_ASM2074v1_genomic.fna	52.21102816	SdTVs
GCF_000020745.1_ASM2074v1_genomic.fna	52.21102816	SdTVs
GCF_000020745.1_ASM2074v1_genomic.fna	52.21102816	SdTVs
GCF_000007805.1_ASM780v1_genomic.fna	58.33919116	SdTVs
GCF_000007805.1_ASM780v1_genomic.fna	58.33919116	SdTVs
GCF_000020925.1_ASM2092v1_genomic.fna	52.12586419	SdTVs
GCF_000020925.1_ASM2092v1_genomic.fna	52.12586419	SdTVs
GCF_000020925.1_ASM2092v1_genomic.fna	52.12586419	SdTVs
GCF_000009345.1_ASM934v1_genomic.fna	47.2226184	SdTVs
GCF_000009345.1_ASM934v1_genomic.fna	47.2226184	SdTVs
GCF_000006945.2_ASM694v2_genomic.fna	52.23887952	SdTVs
GCF_000006945.2_ASM694v2_genomic.fna	52.23887952	SdTVs
GCF_000006945.2_ASM694v2_genomic.fna	52.23887952	SdTVs
GCF_000006945.2_ASM694v2_genomic.fna	52.23887952	SdTVs
GCF_000006945.2_ASM694v2_genomic.fna	52.23887952	SdTVs
GCF_000006945.2_ASM694v2_genomic.fna	52.23887952	SdTVs
GCF_000025165.1_ASM2516v1_genomic.fna	50.50307638	SdTVs
GCF_000025165.1_ASM2516v1_genomic.fna	50.50307638	SdTVs
GCF_000025165.1_ASM2516v1_genomic.fna	50.50307638	SdTVs
GCF_000025165.1_ASM2516v1_genomic.fna	50.50307638	SdTVs
GCF_000025165.1_ASM2516v1_genomic.fna	50.50307638	SdTVs
GCF_000025165.1_ASM2516v1_genomic.fna	50.50307638	SdTVs
GCF_000025165.1_ASM2516v1_genomic.fna	50.50307638	SdTVs
GCF_000025165.1_ASM2516v1_genomic.fna	50.50307638	SdTVs
GCF_000025165.1_ASM2516v1_genomic.fna	50.50307638	SdTVs
GCF_000025165.1_ASM2516v1_genomic.fna	50.50307638	SdTVs
GCF_000021665.1_ASM2166v1_genomic.fna	46.2660136	SdTVs
GCF_000022225.1_ASM2222v1_genomic.fna	50.46286177	SdTVs
GCF_000022225.1_ASM2222v1_genomic.fna	50.46286177	SdTVs
GCF_000022225.1_ASM2222v1_genomic.fna	50.46286177	SdTVs
GCF_000022225.1_ASM2222v1_genomic.fna	50.46286177	SdTVs
GCF_000022225.1_ASM2222v1_genomic.fna	50.46286177	SdTVs
GCF_000022225.1_ASM2222v1_genomic.fna	50.46286177	SdTVs
GCF_000022225.1_ASM2222v1_genomic.fna	50.46286177	SdTVs
GCF_000022225.1_ASM2222v1_genomic.fna	50.46286177	SdTVs
GCF_000022225.1_ASM2222v1_genomic.fna	50.46286177	SdTVs
GCF_000026225.1_ASM2622v1_genomic.fna	49.91953894	SdTVs
GCF_000026225.1_ASM2622v1_genomic.fna	49.91953894	SdTVs
GCF_000020585.3_ASM2058v3_genomic.fna	44.87134193	SdTVs
GCF_000011885.1_ASM1188v1_genomic.fna	52.1643521	SdTVs
GCF_000011885.1_ASM1188v1_genomic.fna	52.1643521	SdTVs
GCF_000069965.1_ASM6996v1_genomic.fna	38.87584926	SdTVs
GCF_000020185.1_ASM2018v1_genomic.fna	51.02701585	SdTVs
GCF_000009565.1_ASM956v1_genomic.fna	50.83261551	SdTVs
GCF_000009565.1_ASM956v1_genomic.fna	50.83261551	SdTVs
GCF_000013585.1_ASM1358v1_genomic.fna	50.91773926	SdTVs
GCF_000013585.1_ASM1358v1_genomic.fna	50.91773926	SdTVs
GCF_000013585.1_ASM1358v1_genomic.fna	50.91773926	SdTVs
GCF_000013585.1_ASM1358v1_genomic.fna	50.91773926	SdTVs
GCF_000010085.1_ASM1008v1_genomic.fna	54.5049484	SdTVs
GCF_000010085.1_ASM1008v1_genomic.fna	54.5049484	SdTVs
GCF_000018385.1_ASM1838v1_genomic.fna	52.16989118	SdTVs
GCF_000018385.1_ASM1838v1_genomic.fna	52.16989118	SdTVs
GCF_000018385.1_ASM1838v1_genomic.fna	52.16989118	SdTVs
GCF_000146005.2_ASM14600v2_genomic.fna	57.46684728	SdTVs
GCF_000146005.2_ASM14600v2_genomic.fna	57.46684728	SdTVs
GCF_000210855.2_ASM21085v2_genomic.fna	52.18131407	SdTVs
GCF_000210855.2_ASM21085v2_genomic.fna	52.18131407	SdTVs
GCF_000210855.2_ASM21085v2_genomic.fna	52.18131407	SdTVs
GCF_000210855.2_ASM21085v2_genomic.fna	52.18131407	SdTVs
GCF_000210855.2_ASM21085v2_genomic.fna	52.18131407	SdTVs
GCF_000203915.1_ASM20391v1_genomic.fna	66.77483245	SdTVs
GCF_000281895.1_ASM28189v1_genomic.fna	60.62847678	SdTVs
GCF_000188735.1_ASM18873v1_genomic.fna	52.18134324	SdTVs
GCF_000188735.1_ASM18873v1_genomic.fna	52.18134324	SdTVs
GCF_000188735.1_ASM18873v1_genomic.fna	52.18134324	SdTVs
GCF_000188735.1_ASM18873v1_genomic.fna	52.18134324	SdTVs
GCF_000188735.1_ASM18873v1_genomic.fna	52.18134324	SdTVs
GCF_000286435.2_ASM28643v2_genomic.fna	51.13950816	SdTVs
GCF_000286435.2_ASM28643v2_genomic.fna	51.13950816	SdTVs
GCF_000286435.2_ASM28643v2_genomic.fna	51.13950816	SdTVs
GCF_000286435.2_ASM28643v2_genomic.fna	51.13950816	SdTVs
GCF_000245515.1_ASM24551v1_genomic.fna	50.39838071	SdTVs
GCF_000245515.1_ASM24551v1_genomic.fna	50.39838071	SdTVs
GCF_000245515.1_ASM24551v1_genomic.fna	50.39838071	SdTVs
GCF_000245515.1_ASM24551v1_genomic.fna	50.39838071	SdTVs
GCF_000245515.1_ASM24551v1_genomic.fna	50.39838071	SdTVs
GCF_000245515.1_ASM24551v1_genomic.fna	50.39838071	SdTVs
GCF_000245515.1_ASM24551v1_genomic.fna	50.39838071	SdTVs
GCF_000245515.1_ASM24551v1_genomic.fna	50.39838071	SdTVs
GCF_000283715.1_ASM28371v1_genomic.fna	50.71800965	SdTVs
GCF_000283715.1_ASM28371v1_genomic.fna	50.71800965	SdTVs
GCF_000283715.1_ASM28371v1_genomic.fna	50.71800965	SdTVs
GCF_000283715.1_ASM28371v1_genomic.fna	50.71800965	SdTVs
GCF_000225565.1_ASM22556v1_genomic.fna	55.8616416	SdTVs
GCF_000280315.2_ASM28031v2_genomic.fna	52.06996448	SdTVs
GCF_000280315.2_ASM28031v2_genomic.fna	52.06996448	SdTVs
GCF_000252875.1_ASM25287v1_genomic.fna	52.19448566	SdTVs
GCF_000252875.1_ASM25287v1_genomic.fna	52.19448566	SdTVs
GCF_000252875.1_ASM25287v1_genomic.fna	52.19448566	SdTVs
GCF_000252875.1_ASM25287v1_genomic.fna	52.19448566	SdTVs
GCF_000252875.1_ASM25287v1_genomic.fna	52.19448566	SdTVs
GCF_000335875.2_ASM33587v2_genomic.fna	52.1639829	SdTVs
GCF_000299475.1_ASM29947v1_genomic.fna	50.66938691	SdTVs
GCF_000299475.1_ASM29947v1_genomic.fna	50.66938691	SdTVs
GCF_000299475.1_ASM29947v1_genomic.fna	50.66938691	SdTVs
GCF_000299475.1_ASM29947v1_genomic.fna	50.66938691	SdTVs
GCF_000344475.3_ASM34447v3_genomic.fna	58.28847863	SdTVs
GCF_000344475.3_ASM34447v3_genomic.fna	58.28847863	SdTVs
GCF_000344475.3_ASM34447v3_genomic.fna	58.28847863	SdTVs
GCF_000336425.1_ASM33642v1_genomic.fna	59.54707063	SdTVs
GCF_000336425.1_ASM33642v1_genomic.fna	59.54707063	SdTVs
GCF_000196395.1_ASM19639v1_genomic.fna	58.18095536	SdTVs
GCF_000196395.1_ASM19639v1_genomic.fna	58.18095536	SdTVs
GCF_000166535.2_ASM16653v3_genomic.fna	50.64174223	SdTVs
GCF_000223945.1_ASM22394v2_genomic.fna	66.12632071	SdTVs
GCF_000223945.1_ASM22394v2_genomic.fna	66.12632071	SdTVs
GCF_000237065.1_ASM23706v1_genomic.fna	60.78399236	SdTVs
GCF_000237065.1_ASM23706v1_genomic.fna	60.78399236	SdTVs
GCF_000261045.2_ASM26104v2_genomic.fna	55.65386867	SdTVs
GCF_000269645.1_PB_Esch_coli_MG12655_V1_genomic.fna	50.78957182	SdTVs
GCF_000329365.2_ASM32936v2_genomic.fna	52.16996892	SdTVs
GCF_000329365.2_ASM32936v2_genomic.fna	52.16996892	SdTVs
GCF_000210475.1_ASM21047v1_genomic.fna	50.68790406	SdTVs
GCF_000210475.1_ASM21047v1_genomic.fna	50.68790406	SdTVs
GCF_000210475.1_ASM21047v1_genomic.fna	50.68790406	SdTVs
GCF_000210475.1_ASM21047v1_genomic.fna	50.68790406	SdTVs
GCF_000210475.1_ASM21047v1_genomic.fna	50.68790406	SdTVs
GCF_000210475.1_ASM21047v1_genomic.fna	50.68790406	SdTVs
GCF_000220005.1_ASM22000v2_genomic.fna	50.62160788	SdTVs
GCF_000220005.1_ASM22000v2_genomic.fna	50.62160788	SdTVs
GCF_000220005.1_ASM22000v2_genomic.fna	50.62160788	SdTVs
GCF_000220005.1_ASM22000v2_genomic.fna	50.62160788	SdTVs
GCF_000220005.1_ASM22000v2_genomic.fna	50.62160788	SdTVs
GCF_000220005.1_ASM22000v2_genomic.fna	50.62160788	SdTVs
GCF_000220005.1_ASM22000v2_genomic.fna	50.62160788	SdTVs
GCF_000220005.1_ASM22000v2_genomic.fna	50.62160788	SdTVs
GCF_000220005.1_ASM22000v2_genomic.fna	50.62160788	SdTVs
GCF_000344335.2_ASM34433v2_genomic.fna	58.63432746	SdTVs
GCF_000344335.2_ASM34433v2_genomic.fna	58.63432746	SdTVs
GCF_000241385.1_ASM24138v1_genomic.fna	44.86423656	SdTVs
GCF_000192085.1_ASM19208v1_genomic.fna	52.12427383	SdTVs
GCF_000192085.1_ASM19208v1_genomic.fna	52.12427383	SdTVs
GCF_000192085.1_ASM19208v1_genomic.fna	52.12427383	SdTVs
GCF_000310105.2_ASM31010v2_genomic.fna	39.02927109	SdTVs
GCF_000238455.2_ASM23845v3_genomic.fna	52.34983534	SdTVs
GCF_000238455.2_ASM23845v3_genomic.fna	52.34983534	SdTVs
GCF_000240325.1_ASM24032v1_genomic.fna	56.04856825	SdTVs
GCF_000240325.1_ASM24032v1_genomic.fna	56.04856825	SdTVs
GCF_000165835.1_ASM16583v1_genomic.fna	65.7789912	SdTVs
GCF_000194805.1_ASM19480v1_genomic.fna	60.78932109	SdTVs
GCF_000214195.1_ASM21419v1_genomic.fna	55.96143604	SdTVs
GCF_000214195.1_ASM21419v1_genomic.fna	55.96143604	SdTVs
GCF_000334515.1_ASM33451v1_genomic.fna	54.91393919	SdTVs
GCF_000334515.1_ASM33451v1_genomic.fna	54.91393919	SdTVs
GCF_000334515.1_ASM33451v1_genomic.fna	54.91393919	SdTVs
GCF_000252895.1_ASM25289v1_genomic.fna	50.91066649	SdTVs
GCF_000252895.1_ASM25289v1_genomic.fna	50.91066649	SdTVs
GCF_000252895.1_ASM25289v1_genomic.fna	50.91066649	SdTVs
GCF_000252895.1_ASM25289v1_genomic.fna	50.91066649	SdTVs
GCF_000281535.2_ASM28153v2_genomic.fna	57.16700352	SdTVs
GCF_000281535.2_ASM28153v2_genomic.fna	57.16700352	SdTVs
GCF_000281535.2_ASM28153v2_genomic.fna	57.16700352	SdTVs
GCF_000281535.2_ASM28153v2_genomic.fna	57.16700352	SdTVs
GCF_000281535.2_ASM28153v2_genomic.fna	57.16700352	SdTVs
GCF_000281535.2_ASM28153v2_genomic.fna	57.16700352	SdTVs
GCF_000281435.2_ASM28143v2_genomic.fna	57.16620589	SdTVs
GCF_000281435.2_ASM28143v2_genomic.fna	57.16620589	SdTVs
GCF_000281435.2_ASM28143v2_genomic.fna	57.16620589	SdTVs
GCF_000281435.2_ASM28143v2_genomic.fna	57.16620589	SdTVs
GCF_000281435.2_ASM28143v2_genomic.fna	57.16620589	SdTVs
GCF_000281435.2_ASM28143v2_genomic.fna	57.16620589	SdTVs
GCF_000214235.1_ASM21423v1_genomic.fna	55.96114557	SdTVs
GCF_000214235.1_ASM21423v1_genomic.fna	55.96114557	SdTVs
GCF_000331385.1_PSSB64v1.0_genomic.fna	59.11831819	SdTVs
GCF_000331385.1_PSSB64v1.0_genomic.fna	59.11831819	SdTVs
GCF_000331385.1_PSSB64v1.0_genomic.fna	59.11831819	SdTVs
GCF_000263715.2_ASM26371v2_genomic.fna	59.65430548	SdTVs
GCF_000314895.2_ASM31489v2_genomic.fna	38.0563141	SdTVs
GCF_000273425.1_Esch_coli_MG12655_V1_genomic.fna	50.78963649	SdTVs
GCF_000187705.1_ASM18770v1_genomic.fna	52.2198861	SdTVs
GCF_000187705.1_ASM18770v1_genomic.fna	52.2198861	SdTVs
GCF_000187705.1_ASM18770v1_genomic.fna	52.2198861	SdTVs
GCF_000187705.1_ASM18770v1_genomic.fna	52.2198861	SdTVs
GCF_000223965.1_ASM22396v2_genomic.fna	66.14510245	SdTVs
GCF_000223965.1_ASM22396v2_genomic.fna	66.14510245	SdTVs
GCF_000214805.1_ASM21480v1_genomic.fna	55.96058024	SdTVs
GCF_000214805.1_ASM21480v1_genomic.fna	55.96058024	SdTVs
GCF_000194745.1_ASM19474v1_genomic.fna	67.39746445	SdTVs
GCF_000224675.1_ASM22467v1_genomic.fna	53.78856742	SdTVs
GCF_000224675.1_ASM22467v1_genomic.fna	53.78856742	SdTVs
GCF_000284495.1_ASM28449v1_genomic.fna	50.69560546	SdTVs
GCF_000252955.1_ASM25295v1_genomic.fna	44.21456124	SdTVs
GCF_000252955.1_ASM25295v1_genomic.fna	44.21456124	SdTVs
GCF_000226155.1_ASM22615v1_genomic.fna	66.50427624	SdTVs
GCF_000226155.1_ASM22615v1_genomic.fna	66.50427624	SdTVs
GCF_000226155.1_ASM22615v1_genomic.fna	66.50427624	SdTVs
GCF_000260925.1_ASM26092v1_genomic.fna	50.36738943	SdTVs
GCF_000272715.4_ASM27271v4_genomic.fna	52.213118	SdTVs
GCF_000272715.4_ASM27271v4_genomic.fna	52.213118	SdTVs
GCF_000272715.4_ASM27271v4_genomic.fna	52.213118	SdTVs
GCF_000272715.4_ASM27271v4_genomic.fna	52.213118	SdTVs
GCF_000272715.4_ASM27271v4_genomic.fna	52.213118	SdTVs
GCF_000330485.2_ASM33048v2_genomic.fna	52.214999	SdTVs
GCF_000272815.2_ASM27281v2_genomic.fna	52.24852066	SdTVs
GCF_000272815.2_ASM27281v2_genomic.fna	52.24852066	SdTVs
GCF_000272815.2_ASM27281v2_genomic.fna	52.24852066	SdTVs
GCF_000272815.2_ASM27281v2_genomic.fna	52.24852066	SdTVs
GCF_000220485.1_ASM22048v1_genomic.fna	57.27747575	SdTVs
GCF_000220485.1_ASM22048v1_genomic.fna	57.27747575	SdTVs
GCF_000325725.1_ASM32572v1_genomic.fna	62.56373707	SdTVs
GCF_000325725.1_ASM32572v1_genomic.fna	62.56373707	SdTVs
GCF_000325725.1_ASM32572v1_genomic.fna	62.56373707	SdTVs
GCF_000240185.1_ASM24018v2_genomic.fna	57.12153537	SdTVs
GCF_000240185.1_ASM24018v2_genomic.fna	57.12153537	SdTVs
GCF_000240185.1_ASM24018v2_genomic.fna	57.12153537	SdTVs
GCF_000240185.1_ASM24018v2_genomic.fna	57.12153537	SdTVs
GCF_000240185.1_ASM24018v2_genomic.fna	57.12153537	SdTVs
GCF_000184185.1_ASM18418v1_genomic.fna	50.8200963	SdTVs
GCF_000184185.1_ASM18418v1_genomic.fna	50.8200963	SdTVs
GCF_000184185.1_ASM18418v1_genomic.fna	50.8200963	SdTVs
GCF_000335995.2_ASM33599v2_genomic.fna	52.20343733	SdTVs
GCF_000186585.1_ASM18658v1_genomic.fna	46.93136743	SdTVs
GCF_000213635.1_ASM21363v1_genomic.fna	52.22193693	SdTVs
GCF_000213635.1_ASM21363v1_genomic.fna	52.22193693	SdTVs
GCF_000213635.1_ASM21363v1_genomic.fna	52.22193693	SdTVs
GCF_000213635.1_ASM21363v1_genomic.fna	52.22193693	SdTVs
GCF_000191665.1_ecmda7_genomic.fna	49.96235003	SdTVs
GCF_000191665.1_ecmda7_genomic.fna	49.96235003	SdTVs
GCF_000191665.1_ecmda7_genomic.fna	49.96235003	SdTVs
GCF_000270105.1_ASM27010v1_genomic.fna	50.82915894	SdTVs
GCF_000285655.3_EC958.v1_genomic.fna	50.81422831	SdTVs
GCF_000285655.3_EC958.v1_genomic.fna	50.81422831	SdTVs
GCF_000285655.3_EC958.v1_genomic.fna	50.81422831	SdTVs
GCF_000192105.1_ASM19210v1_genomic.fna	46.9586361	SdTVs
GCF_000260515.1_ASM26051v1_genomic.fna	68.13750836	SdTVs
GCF_000260515.1_ASM26051v1_genomic.fna	68.13750836	SdTVs
GCF_000260515.1_ASM26051v1_genomic.fna	68.13750836	SdTVs
GCF_000193455.1_ASM19345v1_genomic.fna	67.99687102	SdTVs
GCF_000272895.2_ASM27289v3_genomic.fna	52.1402898	SdTVs
GCF_000272895.2_ASM27289v3_genomic.fna	52.1402898	SdTVs
GCF_000272895.2_ASM27289v3_genomic.fna	52.1402898	SdTVs
GCF_000272895.2_ASM27289v3_genomic.fna	52.1402898	SdTVs
GCF_000272895.2_ASM27289v3_genomic.fna	52.1402898	SdTVs
GCF_000192865.1_ASM19286v1_genomic.fna	44.12748841	SdTVs
GCF_000332755.1_ASM33275v1_genomic.fna	50.68013856	SdTVs
GCF_000332755.1_ASM33275v1_genomic.fna	50.68013856	SdTVs
GCF_000332755.1_ASM33275v1_genomic.fna	50.68013856	SdTVs
GCF_000332755.1_ASM33275v1_genomic.fna	50.68013856	SdTVs
GCF_000332755.1_ASM33275v1_genomic.fna	50.68013856	SdTVs
GCF_000332755.1_ASM33275v1_genomic.fna	50.68013856	SdTVs
GCF_000332755.1_ASM33275v1_genomic.fna	50.68013856	SdTVs
GCF_000183345.1_ASM18334v1_genomic.fna	50.68752522	SdTVs
GCF_000233875.1_ASM23387v1_genomic.fna	50.55934579	SdTVs
GCF_000339015.1_ASM33901v1_genomic.fna	56.81813957	SdTVs
GCF_000339015.1_ASM33901v1_genomic.fna	56.81813957	SdTVs
GCF_000339015.1_ASM33901v1_genomic.fna	56.81813957	SdTVs
GCF_000339015.1_ASM33901v1_genomic.fna	56.81813957	SdTVs
GCF_000264765.2_ASM26476v2_genomic.fna	58.38287547	SdTVs
GCF_000264765.2_ASM26476v2_genomic.fna	58.38287547	SdTVs
GCF_000272755.4_ASM27275v4_genomic.fna	52.23938359	SdTVs
GCF_000272755.4_ASM27275v4_genomic.fna	52.23938359	SdTVs
GCF_000272755.4_ASM27275v4_genomic.fna	52.23938359	SdTVs
GCF_000272755.4_ASM27275v4_genomic.fna	52.23938359	SdTVs
GCF_000233895.1_ASM23389v1_genomic.fna	50.55932594	SdTVs
GCF_000292795.1_PF-R124.01_genomic.fna	60.28559007	SdTVs
GCF_000300455.3_ASM30045v4_genomic.fna	53.74417562	SdTVs
GCF_000176835.2_ASM17683v2_genomic.fna	56.13391121	SdTVs
GCF_000184325.1_ASM18432v1_genomic.fna	50.67242182	SdTVs
GCF_000184325.1_ASM18432v1_genomic.fna	50.67242182	SdTVs
GCF_000258025.1_ASM25802v1_genomic.fna	50.7796731	SdTVs
GCF_000258025.1_ASM25802v1_genomic.fna	50.7796731	SdTVs
GCF_000257545.3_ASM25754v3_genomic.fna	59.0022291	SdTVs
GCF_000257545.3_ASM25754v3_genomic.fna	59.0022291	SdTVs
GCF_000187565.1_ASM18756v1_genomic.fna	52.17800195	SdTVs
GCF_000187565.1_ASM18756v1_genomic.fna	52.17800195	SdTVs
GCF_000252995.1_ASM25299v1_genomic.fna	51.32968843	SdTVs
GCF_000252995.1_ASM25299v1_genomic.fna	51.32968843	SdTVs
GCF_000293885.2_ASM29388v3_genomic.fna	59.00717532	SdTVs
GCF_000293885.2_ASM29388v3_genomic.fna	59.00717532	SdTVs
GCF_000341425.1_ASM34142v1_genomic.fna	52.17605754	SdTVs
GCF_000341425.1_ASM34142v1_genomic.fna	52.17605754	SdTVs
GCF_000341425.1_ASM34142v1_genomic.fna	52.17605754	SdTVs
GCF_000341425.1_ASM34142v1_genomic.fna	52.17605754	SdTVs
GCF_000294635.1_ASM29463v1_genomic.fna	68.20263307	SdTVs
GCF_000284555.1_ASM28455v1_genomic.fna	66.14380233	SdTVs
GCF_000284555.1_ASM28455v1_genomic.fna	66.14380233	SdTVs
GCF_000284555.1_ASM28455v1_genomic.fna	66.14380233	SdTVs
GCF_000184745.1_ASM18474v1_genomic.fna	66.4797217	SdTVs
GCF_000195995.1_ASM19599v1_genomic.fna	51.87015714	SdTVs
GCF_000195995.1_ASM19599v1_genomic.fna	51.87015714	SdTVs
GCF_000272775.4_ASM27277v4_genomic.fna	52.18428361	SdTVs
GCF_000272775.4_ASM27277v4_genomic.fna	52.18428361	SdTVs
GCF_000272775.4_ASM27277v4_genomic.fna	52.18428361	SdTVs
GCF_000272775.4_ASM27277v4_genomic.fna	52.18428361	SdTVs
GCF_000253175.1_ASM25317v1_genomic.fna	46.9674743	SdTVs
GCF_000262125.1_ASM26212v1_genomic.fna	50.39519759	SdTVs
GCF_000262125.1_ASM26212v1_genomic.fna	50.39519759	SdTVs
GCF_000262125.1_ASM26212v1_genomic.fna	50.39519759	SdTVs
GCF_000262125.1_ASM26212v1_genomic.fna	50.39519759	SdTVs
GCF_000262125.1_ASM26212v1_genomic.fna	50.39519759	SdTVs
GCF_000262125.1_ASM26212v1_genomic.fna	50.39519759	SdTVs
GCF_000262125.1_ASM26212v1_genomic.fna	50.39519759	SdTVs
GCF_000262125.1_ASM26212v1_genomic.fna	50.39519759	SdTVs
GCF_000272735.4_ASM27273v4_genomic.fna	52.20836115	SdTVs
GCF_000272735.4_ASM27273v4_genomic.fna	52.20836115	SdTVs
GCF_000272735.4_ASM27273v4_genomic.fna	52.20836115	SdTVs
GCF_000272735.4_ASM27273v4_genomic.fna	52.20836115	SdTVs
GCF_000272735.4_ASM27273v4_genomic.fna	52.20836115	SdTVs
GCF_000272535.2_ASM27253v2_genomic.fna	52.14441517	SdTVs
GCF_000272535.2_ASM27253v2_genomic.fna	52.14441517	SdTVs
GCF_000258145.1_ASM25814v1_genomic.fna	50.82364919	SdTVs
GCF_000258145.1_ASM25814v1_genomic.fna	50.82364919	SdTVs
GCF_000258145.1_ASM25814v1_genomic.fna	50.82364919	SdTVs
GCF_000286275.1_ASM28627v1_genomic.fna	55.06585943	SdTVs
GCF_000286275.1_ASM28627v1_genomic.fna	55.06585943	SdTVs
GCF_000235765.1_ASM23576v3_genomic.fna	55.05655112	SdTVs
GCF_000259175.1_ASM25917v1_genomic.fna	41.26553886	SdTVs
GCF_000259175.1_ASM25917v1_genomic.fna	41.26553886	SdTVs
GCF_000338075.1_G4222_chroI_and_II_genomic.fna	47.50521876	SdTVs
GCF_000188955.2_ASM18895v5_genomic.fna	52.20912262	SdTVs
GCF_000188955.2_ASM18895v5_genomic.fna	52.20912262	SdTVs
GCF_000227625.1_ASM22762v1_genomic.fna	50.5351729	SdTVs
GCF_000227625.1_ASM22762v1_genomic.fna	50.5351729	SdTVs
