host	size	type
GCF_009791475.1_ASM979147v1_genomic.fna	5.874653	SiTVs
GCF_009764215.1_ASM976421v1_genomic.fna	4.782156	SiTVs
GCF_009883835.1_ASM988383v1_genomic.fna	5.563056	SiTVs
GCF_009762965.1_ASM976296v1_genomic.fna	4.117952	SiTVs
GCF_009756515.1_ASM975651v1_genomic.fna	4.911078	SiTVs
GCF_009756515.1_ASM975651v1_genomic.fna	4.911078	SiTVs
GCF_009873225.2_ASM987322v2_genomic.fna	5.180547	SiTVs
GCF_009931515.1_ASM993151v2_genomic.fna	4.948444	SiTVs
GCF_009762895.1_ASM976289v1_genomic.fna	4.126541	SiTVs
GCF_009950475.1_ASM995047v1_genomic.fna	5.170049	SiTVs
GCF_009950475.1_ASM995047v1_genomic.fna	5.170049	SiTVs
GCF_009764005.1_ASM976400v1_genomic.fna	4.436671	SiTVs
GCF_009738285.1_ASM973828v1_genomic.fna	5.385859	SiTVs
GCF_009800265.1_ASM980026v1_genomic.fna	4.641649	SiTVs
GCF_009800265.1_ASM980026v1_genomic.fna	4.641649	SiTVs
GCF_009763925.1_ASM976392v1_genomic.fna	3.75208	SiTVs
GCF_010320145.1_ASM1032014v1_genomic.fna	4.781307	SiTVs
GCF_009738085.1_ASM973808v1_genomic.fna	5.362647	SiTVs
GCF_009738085.1_ASM973808v1_genomic.fna	5.362647	SiTVs
GCF_009738085.1_ASM973808v1_genomic.fna	5.362647	SiTVs
GCF_009738085.1_ASM973808v1_genomic.fna	5.362647	SiTVs
GCF_009949705.1_ASM994970v1_genomic.fna	4.857389	SiTVs
GCF_009800285.1_ASM980028v1_genomic.fna	4.641651	SiTVs
GCF_009800285.1_ASM980028v1_genomic.fna	4.641651	SiTVs
GCF_009931235.1_ASM993123v1_genomic.fna	5.661009	SiTVs
GCF_009931235.1_ASM993123v1_genomic.fna	5.661009	SiTVs
GCF_009834325.1_ASM983432v1_genomic.fna	5.144877	SiTVs
GCF_009834325.1_ASM983432v1_genomic.fna	5.144877	SiTVs
GCF_009834325.1_ASM983432v1_genomic.fna	5.144877	SiTVs
GCF_009914295.1_ASM991429v1_genomic.fna	5.047444	SiTVs
GCF_009914295.1_ASM991429v1_genomic.fna	5.047444	SiTVs
GCF_009931035.1_ASM993103v1_genomic.fna	6.097855	SiTVs
GCF_009866925.2_ASM986692v3_genomic.fna	5.000462	SiTVs
GCF_009763065.1_ASM976306v1_genomic.fna	4.030666	SiTVs
GCF_010365485.1_ASM1036548v1_genomic.fna	5.234237	SiTVs
GCF_009931435.1_ASM993143v1_genomic.fna	5.27113	SiTVs
GCF_009931435.1_ASM993143v1_genomic.fna	5.27113	SiTVs
GCF_009866765.1_ASM986676v1_genomic.fna	6.611402	SiTVs
GCF_009756555.1_ASM975655v1_genomic.fna	5.130533	SiTVs
GCF_009930675.1_ASM993067v1_genomic.fna	5.145105	SiTVs
GCF_009951745.1_ASM995174v1_genomic.fna	5.005965	SiTVs
GCF_009857095.1_ASM985709v1_genomic.fna	6.530819	SiTVs
GCF_009857095.1_ASM985709v1_genomic.fna	6.530819	SiTVs
GCF_010509415.1_ASM1050941v1_genomic.fna	4.755096	SiTVs
GCF_009763605.1_ASM976360v1_genomic.fna	5.170591	SiTVs
GCF_009763085.1_ASM976308v1_genomic.fna	5.418945	SiTVs
GCF_009763085.1_ASM976308v1_genomic.fna	5.418945	SiTVs
GCF_009914275.1_ASM991427v1_genomic.fna	4.957373	SiTVs
GCF_009800245.1_ASM980024v1_genomic.fna	4.641661	SiTVs
GCF_009800245.1_ASM980024v1_genomic.fna	4.641661	SiTVs
GCF_012052085.1_ASM1205208v1_genomic.fna	4.929169	SiTVs
GCF_011455695.1_ASM1145569v1_genomic.fna	2.27848	SiTVs
GCF_012149945.1_ASM1214994v1_genomic.fna	5.24632	SiTVs
GCF_011784905.1_ASM1178490v1_genomic.fna	5.58216	SiTVs
GCF_011765445.1_ASM1176544v1_genomic.fna	4.747512	SiTVs
GCF_011212705.1_ASM1121270v1_genomic.fna	5.634694	SiTVs
GCF_012274925.1_ASM1227492v1_genomic.fna	4.747766	SiTVs
GCF_011044475.1_ASM1104447v1_genomic.fna	4.982863	SiTVs
GCF_012934765.1_ASM1293476v1_genomic.fna	5.51416	SiTVs
GCF_012934765.1_ASM1293476v1_genomic.fna	5.51416	SiTVs
GCF_012584495.1_ASM1258449v1_genomic.fna	5.384463	SiTVs
GCF_012584495.1_ASM1258449v1_genomic.fna	5.384463	SiTVs
GCF_012584495.1_ASM1258449v1_genomic.fna	5.384463	SiTVs
GCF_012584495.1_ASM1258449v1_genomic.fna	5.384463	SiTVs
GCF_011604705.1_ASM1160470v1_genomic.fna	5.183338	SiTVs
GCF_012275065.1_ASM1227506v1_genomic.fna	4.287426	SiTVs
GCF_012530215.1_ASM1253021v1_genomic.fna	4.909186	SiTVs
GCF_012053525.1_ASM1205352v1_genomic.fna	4.973648	SiTVs
GCF_012052965.1_ASM1205296v1_genomic.fna	5.028693	SiTVs
GCF_012934615.1_ASM1293461v1_genomic.fna	5.260004	SiTVs
GCF_012934615.1_ASM1293461v1_genomic.fna	5.260004	SiTVs
GCF_011065345.1_ASM1106534v1_genomic.fna	5.604812	SiTVs
GCF_012109195.1_ASM1210919v1_genomic.fna	5.219152	SiTVs
GCF_012223825.1_ASM1222382v1_genomic.fna	5.005525	SiTVs
GCF_012223825.1_ASM1222382v1_genomic.fna	5.005525	SiTVs
GCF_011045855.1_ASM1104585v1_genomic.fna	4.108293	SiTVs
GCF_012275125.1_ASM1227512v1_genomic.fna	4.660731	SiTVs
GCF_010748915.1_ASM1074891v1_genomic.fna	4.014078	SiTVs
GCF_012274885.1_ASM1227488v1_genomic.fna	4.899555	SiTVs
GCF_011067085.1_ASM1106708v1_genomic.fna	5.272959	SiTVs
GCF_010692865.1_ASM1069286v1_genomic.fna	4.031742	SiTVs
GCF_011996085.1_ASM1199608v1_genomic.fna	6.068178	SiTVs
GCF_011765605.1_ASM1176560v1_genomic.fna	2.521134	SiTVs
GCF_012934675.1_ASM1293467v1_genomic.fna	4.87458	SiTVs
GCF_012849875.1_ASM1284987v1_genomic.fna	2.415699	SiTVs
GCF_012223145.1_ASM1222314v1_genomic.fna	4.584024	SiTVs
GCF_012223145.1_ASM1222314v1_genomic.fna	4.584024	SiTVs
GCF_012113655.1_ASM1211365v1_genomic.fna	5.541214	SiTVs
GCF_012169275.1_ASM1216927v1_genomic.fna	5.15241	SiTVs
GCF_012051245.1_ASM1205124v1_genomic.fna	5.195418	SiTVs
GCF_011404595.1_ASM1140459v1_genomic.fna	4.701941	SiTVs
GCF_012934715.1_ASM1293471v1_genomic.fna	5.264512	SiTVs
GCF_012029695.2_ASM1202969v2_genomic.fna	5.940839	SiTVs
GCF_012273235.1_ASM1227323v1_genomic.fna	4.817482	SiTVs
GCF_012051085.1_ASM1205108v1_genomic.fna	5.121995	SiTVs
GCF_012029935.2_ASM1202993v2_genomic.fna	5.752437	SiTVs
GCF_011022275.1_ASM1102227v1_genomic.fna	5.151952	SiTVs
GCF_011022275.1_ASM1102227v1_genomic.fna	5.151952	SiTVs
GCF_011022275.1_ASM1102227v1_genomic.fna	5.151952	SiTVs
GCF_011022275.1_ASM1102227v1_genomic.fna	5.151952	SiTVs
GCF_011045215.1_ASM1104521v1_genomic.fna	5.581923	SiTVs
GCF_011045215.1_ASM1104521v1_genomic.fna	5.581923	SiTVs
GCF_011742505.2_ASM1174250v2_genomic.fna	5.791323	SiTVs
GCF_012274985.1_ASM1227498v1_genomic.fna	5.161492	SiTVs
GCF_010725305.1_ASM1072530v1_genomic.fna	5.237933	SiTVs
GCF_012516515.1_ASM1251651v1_genomic.fna	4.115975	SiTVs
GCF_011045495.1_ASM1104549v1_genomic.fna	4.711383	SiTVs
GCF_012850455.1_ASM1285045v1_genomic.fna	2.415552	SiTVs
GCF_010919335.1_ASM1091933v1_genomic.fna	5.011038	SiTVs
GCF_010919335.1_ASM1091933v1_genomic.fna	5.011038	SiTVs
GCF_012934555.1_ASM1293455v1_genomic.fna	5.167467	SiTVs
GCF_012050025.1_ASM1205002v1_genomic.fna	5.259011	SiTVs
GCF_011801455.1_ASM1180145v1_genomic.fna	5.108924	SiTVs
GCF_012850075.1_ASM1285007v1_genomic.fna	2.415855	SiTVs
GCF_012850815.1_ASM1285081v1_genomic.fna	2.416187	SiTVs
GCF_012274965.1_ASM1227496v1_genomic.fna	5.258575	SiTVs
GCF_012274965.1_ASM1227496v1_genomic.fna	5.258575	SiTVs
GCF_012850275.1_ASM1285027v1_genomic.fna	2.41595	SiTVs
GCF_011492985.1_ASM1149298v1_genomic.fna	5.035953	SiTVs
GCF_012161415.1_ASM1216141v2_genomic.fna	5.089923	SiTVs
GCF_012161415.1_ASM1216141v2_genomic.fna	5.089923	SiTVs
GCF_012161415.1_ASM1216141v2_genomic.fna	5.089923	SiTVs
GCF_012272655.1_ASM1227265v1_genomic.fna	6.27293	SiTVs
GCF_011383025.1_ASM1138302v1_genomic.fna	4.012915	SiTVs
GCF_012537835.1_ASM1253783v1_genomic.fna	5.092344	SiTVs
GCF_011058535.1_ASM1105853v1_genomic.fna	4.985703	SiTVs
GCF_011058535.1_ASM1105853v1_genomic.fna	4.985703	SiTVs
GCF_011045275.1_ASM1104527v1_genomic.fna	5.166228	SiTVs
GCF_011045275.1_ASM1104527v1_genomic.fna	5.166228	SiTVs
GCF_011331215.2_ASM1133121v2_genomic.fna	5.255749	SiTVs
GCF_011290675.2_ASM1129067v2_genomic.fna	5.938648	SiTVs
GCF_011290675.2_ASM1129067v2_genomic.fna	5.938648	SiTVs
GCF_011290675.2_ASM1129067v2_genomic.fna	5.938648	SiTVs
GCF_012530335.1_ASM1253033v1_genomic.fna	4.819669	SiTVs
GCF_012275105.1_ASM1227510v1_genomic.fna	4.130471	SiTVs
GCF_012275105.1_ASM1227510v1_genomic.fna	4.130471	SiTVs
GCF_012053325.1_ASM1205332v1_genomic.fna	5.071476	SiTVs
GCF_012850955.1_ASM1285095v1_genomic.fna	2.415542	SiTVs
GCF_012052605.1_ASM1205260v1_genomic.fna	4.985118	SiTVs
GCF_011045715.1_ASM1104571v1_genomic.fna	4.82845	SiTVs
GCF_011578485.1_ASM1157848v1_genomic.fna	6.601257	SiTVs
GCF_011068365.1_ASM1106836v1_genomic.fna	5.56185	SiTVs
GCF_011602505.1_ASM1160250v1_genomic.fna	5.370159	SiTVs
GCF_012275025.1_ASM1227502v1_genomic.fna	4.888884	SiTVs
GCF_012275025.1_ASM1227502v1_genomic.fna	4.888884	SiTVs
GCF_011045815.1_ASM1104581v1_genomic.fna	4.611985	SiTVs
GCF_011045815.1_ASM1104581v1_genomic.fna	4.611985	SiTVs
GCF_012051625.1_ASM1205162v1_genomic.fna	5.177998	SiTVs
GCF_011045635.1_ASM1104563v1_genomic.fna	4.623927	SiTVs
GCF_011045635.1_ASM1104563v1_genomic.fna	4.623927	SiTVs
GCF_012934455.1_ASM1293445v1_genomic.fna	5.367348	SiTVs
GCF_012934455.1_ASM1293445v1_genomic.fna	5.367348	SiTVs
GCF_011492885.1_ASM1149288v1_genomic.fna	5.025884	SiTVs
GCF_012167075.1_ASM1216707v1_genomic.fna	5.431619	SiTVs
GCF_012052225.1_ASM1205222v1_genomic.fna	5.259999	SiTVs
GCF_011045255.1_ASM1104525v1_genomic.fna	5.268889	SiTVs
GCF_011045255.1_ASM1104525v1_genomic.fna	5.268889	SiTVs
GCF_012934655.2_ASM1293465v2_genomic.fna	5.274983	SiTVs
GCF_012051385.1_ASM1205138v1_genomic.fna	5.22511	SiTVs
GCF_012052805.1_ASM1205280v1_genomic.fna	4.974085	SiTVs
GCF_011064845.1_ASM1106484v1_genomic.fna	4.957773	SiTVs
GCF_011801435.1_ASM1180143v1_genomic.fna	5.246686	SiTVs
GCF_012934635.1_ASM1293463v1_genomic.fna	4.954354	SiTVs
GCF_012054045.1_ASM1205404v1_genomic.fna	4.991315	SiTVs
GCF_012223625.1_ASM1222362v1_genomic.fna	5.005995	SiTVs
GCF_012223625.1_ASM1222362v1_genomic.fna	5.005995	SiTVs
GCF_011045295.1_ASM1104529v1_genomic.fna	5.162306	SiTVs
GCF_011045295.1_ASM1104529v1_genomic.fna	5.162306	SiTVs
GCF_012915625.1_ASM1291562v2_genomic.fna	5.542224	SiTVs
GCF_012053725.1_ASM1205372v1_genomic.fna	4.993824	SiTVs
GCF_012052445.1_ASM1205244v1_genomic.fna	4.838602	SiTVs
GCF_012223285.1_ASM1222328v1_genomic.fna	4.993635	SiTVs
GCF_012223285.1_ASM1222328v1_genomic.fna	4.993635	SiTVs
GCF_012223285.1_ASM1222328v1_genomic.fna	4.993635	SiTVs
GCF_011045735.1_ASM1104573v1_genomic.fna	4.869227	SiTVs
GCF_012053905.1_ASM1205390v1_genomic.fna	5.072601	SiTVs
GCF_012524235.2_UCSC_CitroTSA_2.0_genomic.fna	5.182653	SiTVs
GCF_012934475.1_ASM1293447v1_genomic.fna	5.23911	SiTVs
GCF_012934475.1_ASM1293447v1_genomic.fna	5.23911	SiTVs
GCF_011304815.1_ASM1130481v1_genomic.fna	5.113293	SiTVs
GCF_011304815.1_ASM1130481v1_genomic.fna	5.113293	SiTVs
GCF_011045615.1_ASM1104561v1_genomic.fna	4.59631	SiTVs
GCF_011045615.1_ASM1104561v1_genomic.fna	4.59631	SiTVs
GCF_011330935.2_ASM1133093v2_genomic.fna	5.546852	SiTVs
GCF_013168095.1_ASM1316809v1_genomic.fna	5.594122	SiTVs
GCF_013168095.1_ASM1316809v1_genomic.fna	5.594122	SiTVs
GCF_013181325.1_ASM1318132v1_genomic.fna	4.882363	SiTVs
GCF_013168055.1_ASM1316805v1_genomic.fna	5.711451	SiTVs
GCF_012974565.1_ASM1297456v1_genomic.fna	5.357129	SiTVs
GCF_012974565.1_ASM1297456v1_genomic.fna	5.357129	SiTVs
GCF_013085205.1_ASM1308520v1_genomic.fna	4.787332	SiTVs
GCF_013315715.1_ASM1331571v1_genomic.fna	5.37019	SiTVs
GCF_013201115.1_ASM1320111v1_genomic.fna	7.564383	SiTVs
GCF_013201115.1_ASM1320111v1_genomic.fna	7.564383	SiTVs
GCF_013343595.1_ASM1334359v1_genomic.fna	5.604725	SiTVs
GCF_013343595.1_ASM1334359v1_genomic.fna	5.604725	SiTVs
GCF_013343595.1_ASM1334359v1_genomic.fna	5.604725	SiTVs
GCF_013343635.1_ASM1334363v1_genomic.fna	5.655656	SiTVs
GCF_013343635.1_ASM1334363v1_genomic.fna	5.655656	SiTVs
GCF_013343635.1_ASM1334363v1_genomic.fna	5.655656	SiTVs
GCF_013085025.1_ASM1308502v1_genomic.fna	5.30426	SiTVs
GCF_013122215.1_ASM1312221v1_genomic.fna	5.695428	SiTVs
GCF_013167735.1_ASM1316773v1_genomic.fna	5.648903	SiTVs
GCF_013167455.1_ASM1316745v1_genomic.fna	5.802177	SiTVs
GCF_013167455.1_ASM1316745v1_genomic.fna	5.802177	SiTVs
GCF_013167455.1_ASM1316745v1_genomic.fna	5.802177	SiTVs
GCF_013166895.1_ASM1316689v1_genomic.fna	4.486677	SiTVs
GCF_013166895.1_ASM1316689v1_genomic.fna	4.486677	SiTVs
GCF_013166895.1_ASM1316689v1_genomic.fna	4.486677	SiTVs
GCF_013372325.1_ASM1337232v1_genomic.fna	5.232916	SiTVs
GCF_013305685.1_ASM1330568v1_genomic.fna	5.977292	SiTVs
GCF_013167775.1_ASM1316777v1_genomic.fna	5.685865	SiTVs
GCF_013305705.1_ASM1330570v1_genomic.fna	5.056572	SiTVs
GCF_013343555.1_ASM1334355v1_genomic.fna	6.229931	SiTVs
GCF_013167995.1_ASM1316799v1_genomic.fna	5.484204	SiTVs
GCF_013167335.1_ASM1316733v1_genomic.fna	5.73688	SiTVs
GCF_013357485.1_ASM1335748v1_genomic.fna	3.970204	SiTVs
GCF_013357485.1_ASM1335748v1_genomic.fna	3.970204	SiTVs
GCF_012934695.1_ASM1293469v1_genomic.fna	5.060858	SiTVs
GCF_013372365.1_ASM1337236v1_genomic.fna	4.938634	SiTVs
GCF_013167495.1_ASM1316749v1_genomic.fna	5.669067	SiTVs
GCF_013315735.1_ASM1331573v1_genomic.fna	5.084986	SiTVs
GCF_013168175.1_ASM1316817v1_genomic.fna	5.650829	SiTVs
GCF_013168175.1_ASM1316817v1_genomic.fna	5.650829	SiTVs
GCF_013146805.1_ASM1314680v1_genomic.fna	4.873589	SiTVs
GCF_013146805.1_ASM1314680v1_genomic.fna	4.873589	SiTVs
GCF_013167155.1_ASM1316715v1_genomic.fna	5.64952	SiTVs
GCF_013167155.1_ASM1316715v1_genomic.fna	5.64952	SiTVs
GCF_013374235.2_ASM1337423v2_genomic.fna	5.172829	SiTVs
GCF_013167415.1_ASM1316741v1_genomic.fna	5.751117	SiTVs
GCF_013167655.1_ASM1316765v1_genomic.fna	5.618714	SiTVs
GCF_013167655.1_ASM1316765v1_genomic.fna	5.618714	SiTVs
GCF_013372345.1_ASM1337234v1_genomic.fna	4.851525	SiTVs
GCF_013374295.2_ASM1337429v2_genomic.fna	5.138997	SiTVs
GCF_013372385.1_ASM1337238v1_genomic.fna	5.137006	SiTVs
GCF_013372385.1_ASM1337238v1_genomic.fna	5.137006	SiTVs
GCF_013168155.1_ASM1316815v1_genomic.fna	5.658644	SiTVs
GCF_013255565.1_ASM1325556v1_genomic.fna	6.924367	SiTVs
GCF_013375895.1_ASM1337589v1_genomic.fna	7.27492	SiTVs
GCF_013375895.1_ASM1337589v1_genomic.fna	7.27492	SiTVs
GCF_013375895.1_ASM1337589v1_genomic.fna	7.27492	SiTVs
GCF_013085725.1_ASM1308572v1_genomic.fna	4.743402	SiTVs
GCF_013315695.1_ASM1331569v1_genomic.fna	5.428728	SiTVs
GCF_013315695.1_ASM1331569v1_genomic.fna	5.428728	SiTVs
GCF_013315695.1_ASM1331569v1_genomic.fna	5.428728	SiTVs
GCF_013315695.1_ASM1331569v1_genomic.fna	5.428728	SiTVs
GCF_013167135.1_ASM1316713v1_genomic.fna	5.60618	SiTVs
GCF_013167135.1_ASM1316713v1_genomic.fna	5.60618	SiTVs
GCF_013371705.1_ASM1337170v1_genomic.fna	5.285127	SiTVs
GCF_013334185.1_ASM1333418v1_genomic.fna	4.934537	SiTVs
GCF_013085075.1_ASM1308507v1_genomic.fna	4.085431	SiTVs
GCF_013085075.1_ASM1308507v1_genomic.fna	4.085431	SiTVs
GCF_013282275.1_ASM1328227v1_genomic.fna	5.548921	SiTVs
GCF_013282275.1_ASM1328227v1_genomic.fna	5.548921	SiTVs
GCF_013146765.1_ASM1314676v1_genomic.fna	4.94287	SiTVs
GCF_013146765.1_ASM1314676v1_genomic.fna	4.94287	SiTVs
GCF_013146765.1_ASM1314676v1_genomic.fna	4.94287	SiTVs
GCF_013367815.1_ASM1336781v1_genomic.fna	4.578421	SiTVs
GCF_013367815.1_ASM1336781v1_genomic.fna	4.578421	SiTVs
GCF_013167315.1_ASM1316731v1_genomic.fna	5.630167	SiTVs
GCF_013166975.1_ASM1316697v1_genomic.fna	4.529413	SiTVs
GCF_013166975.1_ASM1316697v1_genomic.fna	4.529413	SiTVs
GCF_013166975.1_ASM1316697v1_genomic.fna	4.529413	SiTVs
GCF_013167275.1_ASM1316727v1_genomic.fna	5.641052	SiTVs
GCF_013085145.1_ASM1308514v1_genomic.fna	4.104155	SiTVs
GCF_013147225.1_ASM1314722v1_genomic.fna	4.892993	SiTVs
GCF_013147225.1_ASM1314722v1_genomic.fna	4.892993	SiTVs
GCF_013374255.1_ASM1337425v1_genomic.fna	4.955855	SiTVs
GCF_013374255.1_ASM1337425v1_genomic.fna	4.955855	SiTVs
GCF_013167795.1_ASM1316779v1_genomic.fna	5.545489	SiTVs
GCF_013167795.1_ASM1316779v1_genomic.fna	5.545489	SiTVs
GCF_012974805.1_ASM1297480v1_genomic.fna	5.129124	SiTVs
GCF_013364455.1_ASM1336445v1_genomic.fna	4.963029	SiTVs
GCF_013364455.1_ASM1336445v1_genomic.fna	4.963029	SiTVs
GCF_013364115.1_ASM1336411v1_genomic.fna	4.543799	SiTVs
GCF_013364115.1_ASM1336411v1_genomic.fna	4.543799	SiTVs
GCF_013168195.1_ASM1316819v1_genomic.fna	5.553597	SiTVs
GCF_013315675.1_ASM1331567v1_genomic.fna	5.088045	SiTVs
GCF_013284015.3_ASM1328401v3_genomic.fna	5.842465	SiTVs
GCF_013340805.1_ASM1334080v1_genomic.fna	5.509516	SiTVs
GCF_013340805.1_ASM1334080v1_genomic.fna	5.509516	SiTVs
GCF_013307145.1_ASM1330714v1_genomic.fna	6.747595	SiTVs
GCF_013201175.1_ASM1320117v1_genomic.fna	4.935527	SiTVs
GCF_013168035.1_ASM1316803v1_genomic.fna	5.46635	SiTVs
GCF_013167535.1_ASM1316753v1_genomic.fna	5.588988	SiTVs
GCF_013167535.1_ASM1316753v1_genomic.fna	5.588988	SiTVs
GCF_013147205.1_ASM1314720v1_genomic.fna	4.969386	SiTVs
GCF_013147205.1_ASM1314720v1_genomic.fna	4.969386	SiTVs
GCF_013357425.1_ASM1335742v1_genomic.fna	4.055642	SiTVs
GCF_013085105.1_ASM1308510v1_genomic.fna	4.090614	SiTVs
GCF_013085105.1_ASM1308510v1_genomic.fna	4.090614	SiTVs
GCF_013374275.1_ASM1337427v1_genomic.fna	5.071931	SiTVs
GCF_013256075.1_ASM1325607v1_genomic.fna	4.35859	SiTVs
GCF_013372065.1_ASM1337206v1_genomic.fna	6.756191	SiTVs
GCF_013372065.1_ASM1337206v1_genomic.fna	6.756191	SiTVs
GCF_013167435.1_ASM1316743v1_genomic.fna	5.757794	SiTVs
GCF_013085745.1_ASM1308574v1_genomic.fna	4.791767	SiTVs
GCF_013146785.1_ASM1314678v1_genomic.fna	4.87361	SiTVs
GCF_013146785.1_ASM1314678v1_genomic.fna	4.87361	SiTVs
GCF_013085765.1_ASM1308576v1_genomic.fna	4.879157	SiTVs
GCF_013085765.1_ASM1308576v1_genomic.fna	4.879157	SiTVs
GCF_013167755.1_ASM1316775v1_genomic.fna	5.62646	SiTVs
GCF_013167755.1_ASM1316775v1_genomic.fna	5.62646	SiTVs
GCF_013167635.1_ASM1316763v1_genomic.fna	5.570283	SiTVs
GCF_013372405.1_ASM1337240v1_genomic.fna	5.131782	SiTVs
GCF_013334145.1_ASM1333414v1_genomic.fna	4.924702	SiTVs
GCF_013166875.1_ASM1316687v1_genomic.fna	4.478566	SiTVs
GCF_013166875.1_ASM1316687v1_genomic.fna	4.478566	SiTVs
GCF_013166875.1_ASM1316687v1_genomic.fna	4.478566	SiTVs
GCF_013167395.1_ASM1316739v1_genomic.fna	5.547743	SiTVs
GCF_013371725.1_ASM1337172v1_genomic.fna	5.32713	SiTVs
GCF_013317085.1_ASM1331708v1_genomic.fna	5.14679	SiTVs
GCF_013317085.1_ASM1331708v1_genomic.fna	5.14679	SiTVs
GCF_013001005.1_ASM1300100v1_genomic.fna	6.217899	SiTVs
GCF_013374335.1_ASM1337433v1_genomic.fna	4.967499	SiTVs
GCF_013374335.1_ASM1337433v1_genomic.fna	4.967499	SiTVs
GCF_013357885.1_ASM1335788v1_genomic.fna	4.179782	SiTVs
GCF_013085165.1_ASM1308516v1_genomic.fna	4.082461	SiTVs
GCF_013147165.1_ASM1314716v1_genomic.fna	4.940233	SiTVs
GCF_013147165.1_ASM1314716v1_genomic.fna	4.940233	SiTVs
GCF_013206965.1_ASM1320696v1_genomic.fna	5.159478	SiTVs
GCF_013206965.1_ASM1320696v1_genomic.fna	5.159478	SiTVs
GCF_013161625.1_ASM1316162v1_genomic.fna	4.888815	SiTVs
GCF_013161625.1_ASM1316162v1_genomic.fna	4.888815	SiTVs
GCF_013357605.1_ASM1335760v1_genomic.fna	4.062055	SiTVs
GCF_013282745.1_ASM1328274v1_genomic.fna	4.401367	SiTVs
GCF_013343575.1_ASM1334357v1_genomic.fna	6.557595	SiTVs
GCF_013343575.1_ASM1334357v1_genomic.fna	6.557595	SiTVs
GCF_013147185.1_ASM1314718v1_genomic.fna	4.967371	SiTVs
GCF_013147185.1_ASM1314718v1_genomic.fna	4.967371	SiTVs
GCF_013167015.1_ASM1316701v1_genomic.fna	4.560251	SiTVs
GCF_013167015.1_ASM1316701v1_genomic.fna	4.560251	SiTVs
GCF_013347985.1_ASM1334798v1_genomic.fna	5.535386	SiTVs
GCF_013347985.1_ASM1334798v1_genomic.fna	5.535386	SiTVs
GCF_012974625.1_ASM1297462v1_genomic.fna	3.836621	SiTVs
GCF_012974625.1_ASM1297462v1_genomic.fna	3.836621	SiTVs
GCF_013344585.1_ASM1334458v1_genomic.fna	5.192998	SiTVs
GCF_013344585.1_ASM1334458v1_genomic.fna	5.192998	SiTVs
GCF_013147245.1_ASM1314724v1_genomic.fna	4.893041	SiTVs
GCF_013147245.1_ASM1314724v1_genomic.fna	4.893041	SiTVs
GCF_013166955.1_ASM1316695v1_genomic.fna	4.560909	SiTVs
GCF_013166955.1_ASM1316695v1_genomic.fna	4.560909	SiTVs
GCF_013168115.1_ASM1316811v1_genomic.fna	5.606577	SiTVs
GCF_013255915.1_ASM1325591v1_genomic.fna	4.741336	SiTVs
GCF_013167935.1_ASM1316793v1_genomic.fna	5.721525	SiTVs
GCF_013357345.1_ASM1335734v1_genomic.fna	5.188554	SiTVs
GCF_013171325.1_ASM1317132v1_genomic.fna	4.772542	SiTVs
GCF_013349105.1_ASM1334910v1_genomic.fna	8.050859	SiTVs
GCF_013282315.1_ASM1328231v1_genomic.fna	5.564014	SiTVs
GCF_013357405.1_ASM1335740v1_genomic.fna	4.055574	SiTVs
GCF_013357665.1_ASM1335766v1_genomic.fna	3.996878	SiTVs
GCF_013167715.1_ASM1316771v1_genomic.fna	5.615318	SiTVs
GCF_013167715.1_ASM1316771v1_genomic.fna	5.615318	SiTVs
GCF_012974525.1_ASM1297452v1_genomic.fna	5.066017	SiTVs
GCF_013334125.1_ASM1333412v1_genomic.fna	4.922289	SiTVs
GCF_013347965.1_ASM1334796v1_genomic.fna	6.73036	SiTVs
GCF_013085125.1_ASM1308512v1_genomic.fna	4.036513	SiTVs
GCF_013166995.1_ASM1316699v1_genomic.fna	4.628041	SiTVs
GCF_013166995.1_ASM1316699v1_genomic.fna	4.628041	SiTVs
GCF_013167295.1_ASM1316729v1_genomic.fna	5.777936	SiTVs
GCF_013167295.1_ASM1316729v1_genomic.fna	5.777936	SiTVs
GCF_013167575.1_ASM1316757v1_genomic.fna	5.745266	SiTVs
GCF_013168015.1_ASM1316801v1_genomic.fna	5.380215	SiTVs
GCF_013168015.1_ASM1316801v1_genomic.fna	5.380215	SiTVs
GCF_013168015.1_ASM1316801v1_genomic.fna	5.380215	SiTVs
GCF_013283895.1_ASM1328389v1_genomic.fna	6.213959	SiTVs
GCF_013166935.1_ASM1316693v1_genomic.fna	4.476291	SiTVs
GCF_013166935.1_ASM1316693v1_genomic.fna	4.476291	SiTVs
GCF_013166935.1_ASM1316693v1_genomic.fna	4.476291	SiTVs
GCF_013122735.1_ASM1312273v1_genomic.fna	6.297536	SiTVs
GCF_013168075.1_ASM1316807v1_genomic.fna	5.555348	SiTVs
GCF_013340785.1_ASM1334078v1_genomic.fna	5.453908	SiTVs
GCF_013340785.1_ASM1334078v1_genomic.fna	5.453908	SiTVs
GCF_013167375.1_ASM1316737v1_genomic.fna	5.538109	SiTVs
GCF_013167075.1_ASM1316707v1_genomic.fna	4.827455	SiTVs
GCF_013374315.1_ASM1337431v1_genomic.fna	4.715546	SiTVs
GCF_013374315.1_ASM1337431v1_genomic.fna	4.715546	SiTVs
GCF_013167515.1_ASM1316751v1_genomic.fna	5.626776	SiTVs
GCF_013167555.1_ASM1316755v1_genomic.fna	5.501393	SiTVs
